Iteration	CPUTime	PhysTime	Travels
1	1	0	0.025
2	2	0	0.05
3	2	0	0.075
4	2	0	0.1
5	2	0	0.125
6	2	0	0.15
7	3	0	0.175
8	3	0	0.2
9	3	0	0.225
10	3	0	0.25
11	3	0	0.275
12	4	0	0.3
13	4	0	0.325
14	4	0	0.35
15	4	0	0.375
16	5	0	0.4
17	5	0	0.425
18	5	0	0.45
19	5	0	0.475
20	6	0	0.5
21	6	0	0.525
22	6	0	0.55
23	6	0	0.575
24	6	0	0.6
25	7	0	0.625
26	7	0	0.65
27	7	0	0.675
28	7	0	0.7
29	7	0	0.725
30	8	0	0.75
31	8	0	0.775
32	8	0	0.8
33	8	0	0.825
34	9	0	0.85
35	9	0	0.875
36	9	0	0.9
37	9	0	0.925
38	9	0	0.95
39	10	0	0.975
40	10	0	1
41	10	0	1.025
42	10	0	1.05
43	11	0	1.075
44	11	0	1.1
45	11	0	1.125
46	11	0	1.15
47	11	0	1.175
48	12	0	1.2
49	12	0	1.225
50	12	0	1.25
51	12	0	1.275
52	12	0	1.3
53	12	0	1.325
54	12	0	1.35
55	13	0	1.375
56	13	0	1.4
57	13	0	1.425
58	13	0	1.45
59	13	0	1.475
60	13	0	1.5
61	13	0	1.525
62	14	0	1.55
63	14	0	1.575
64	14	0	1.6
65	14	0	1.625
66	14	0	1.65
67	14	0	1.675
68	14	0	1.7
69	15	0	1.725
70	15	0	1.75
71	15	0	1.775
72	15	0	1.8
73	15	0	1.825
74	15	0	1.85
75	16	0	1.875
76	16	0	1.9
77	16	0	1.925
78	16	0	1.95
79	16	0	1.975
80	16	0	2
81	16	0	2.025
82	17	0	2.05
83	17	0	2.075
84	17	0	2.1
85	17	0	2.125
86	17	0	2.15
87	17	0	2.175
88	18	0	2.2
89	18	0	2.225
90	18	0	2.25
91	18	0	2.275
92	18	0	2.3
93	18	0	2.325
94	18	0	2.35
95	19	0	2.375
96	19	0	2.4
97	19	0	2.425
98	19	0	2.45
99	19	0	2.475
100	20	0	2.5
101	20	0	2.525
102	20	0	2.55
103	20	0	2.575
104	20	0	2.6
105	20	0	2.625
106	21	0	2.65
107	21	0	2.675
108	21	0	2.7
109	21	0	2.725
110	21	0	2.75
111	21	0	2.775
112	21	0	2.8
113	21	0	2.825
114	22	0	2.85
115	22	0	2.875
116	22	0	2.9
117	22	0	2.925
118	22	0	2.95
119	22	0	2.975
120	23	0	3
121	23	0	3.025
122	23	0	3.05
123	23	0	3.075
124	23	0	3.1
125	23	0	3.125
126	23	0	3.15
127	24	0	3.175
128	24	0	3.2
129	24	0	3.225
130	24	0	3.25
131	24	0	3.275
132	24	0	3.3
133	24	0	3.325
134	25	0	3.35
135	25	0	3.375
136	25	0	3.4
137	25	0	3.425
138	25	0	3.45
139	25	0	3.475
140	26	0	3.5
141	26	0	3.525
142	26	0	3.55
143	26	0	3.575
144	26	0	3.6
145	26	0	3.625
146	27	0	3.65
147	27	0	3.675
148	27	0	3.7
149	27	0	3.725
150	27	0	3.75
151	27	0	3.775
152	27	0	3.8
153	28	0	3.825
154	28	0	3.85
155	28	0	3.875
156	28	0	3.9
157	28	0	3.925
158	28	0	3.95
159	28	0	3.975
160	29	0	4
