Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.025	0.0389417647	0.0389417647	0.0389417647	0.0389417647	0	0	0	0	0	0	3
2	2	0	0.05	0.0380671292	0.0385044469	0.0380671292	0.0389417647	0.000437317764	0	0	0	0	0	3
3	3	0	0.075	0.03760732	0.0382054046	0.03760732	0.0389417647	0.000736360081	0	0	0	0	0	3
4	3	0	0.1	0.037690267	0.0380766202	0.03760732	0.0389417647	0.000865144476	0	0	0	0	0	3
5	3	0	0.125	0.0381440995	0.0380901161	0.03760732	0.0389417647	0.000865144476	0	0	0	0	0	3
6	4	0	0.15	0.038531946	0.0381637544	0.03760732	0.0389417647	0.000865144476	0	0	0	0	0	3
7	4	0	0.175	0.0388341616	0.0382595269	0.03760732	0.0389417647	0.000865144476	0	0	0	0	0	3
8	4	0	0.2	0.03912249	0.0383673973	0.03760732	0.03912249	0.000865144476	0	0	0	0	0	3
9	5	0	0.225	0.0393814154	0.0384800659	0.03760732	0.0393814154	0.000865144476	0	0	0	0	0	3
10	5	0	0.25	0.0396594644	0.0385980058	0.03760732	0.0396594644	0.000865144476	0	0	0	0	0	3
11	5	0	0.275	0.0399734712	0.0387230481	0.03760732	0.0399734712	0.000865144476	0	0	0	0	0	3
12	5	0	0.3	0.0403512831	0.0388587343	0.03760732	0.0403512831	0.000865144476	0	0	0	0	0	3
13	6	0	0.325	0.0407338872	0.0390029769	0.03760732	0.0407338872	0.000926356646	0	0	0	0	0	3
14	6	0	0.35	0.0410900489	0.0391520534	0.03760732	0.0410900489	0.00107543322	0	0	0	0	0	3
15	7	0	0.375	0.0414256942	0.0393036295	0.03760732	0.0414256942	0.00122700927	0	0	0	0	0	3
16	7	0	0.4	0.0417716503	0.0394578808	0.03760732	0.0417716503	0.00138126057	0	0	0	0	0	3
17	7	0	0.425	0.0420838535	0.0396123498	0.03760732	0.0420838535	0.00153572955	0	0	0	0	0	3
18	8	0	0.45	0.0423873348	0.0397665156	0.03760732	0.0423873348	0.00168989539	0	0	0	0	0	3
19	8	0	0.475	0.0426678622	0.0399192181	0.03760732	0.0426678622	0.00184259784	0	0	0	0	0	3
20	8	0	0.5	0.0429313098	0.0400698226	0.03760732	0.0429313098	0.00199320242	0	0	0	0	0	3
21	8	0	0.525	0.0431796595	0.0402817174	0.03760732	0.0431796595	0.00220509716	0	0	0	0	0	3
22	9	0	0.55	0.0434172088	0.0405492214	0.03760732	0.0434172088	0.00247260114	0	0	0	0	0	3
23	9	0	0.575	0.0436321276	0.0408504617	0.037690267	0.0436321276	0.00277384152	0	0	0	0	0	3
24	10	0	0.6	0.0438473088	0.0411583138	0.0381440995	0.0438473088	0.00306819774	0	0	0	0	0	3
25	10	0	0.625	0.0440415528	0.0414531865	0.038531946	0.0440415528	0.00328943209	0	0	0	0	0	3
26	10	0	0.65	0.0442300711	0.0417380928	0.0388341616	0.0442300711	0.00347856589	0	0	0	0	0	3
27	11	0	0.675	0.0444000425	0.0420163868	0.03912249	0.0444000425	0.00364898954	0	0	0	0	0	3
28	11	0	0.7	0.0445671397	0.0422886193	0.0393814154	0.0445671397	0.00380855334	0	0	0	0	0	3
29	11	0	0.725	0.0447199366	0.0425555453	0.0396594644	0.0447199366	0.00395753955	0	0	0	0	0	3
30	12	0	0.75	0.0448660422	0.0428158742	0.0399734712	0.0448660422	0.00409282613	0	0	0	0	0	3
31	12	0	0.775	0.0449957009	0.0430669857	0.0403512831	0.0449957009	0.00420825137	0	0	0	0	0	3
32	12	0	0.8	0.0451256172	0.0433057024	0.0407338872	0.0451256172	0.00430272555	0	0	0	0	0	3
33	13	0	0.825	0.0452434644	0.0435311813	0.0410900489	0.0452434644	0.00415341543	0	0	0	0	0	3
34	13	0	0.85	0.0453656944	0.0437449636	0.0414256942	0.0453656944	0.00394000023	0	0	0	0	0	3
35	13	0	0.875	0.0454681115	0.0439470844	0.0417716503	0.0454681115	0.00369646114	0	0	0	0	0	3
36	14	0	0.9	0.0455674004	0.0441368719	0.0420838535	0.0455674004	0.00348354696	0	0	0	0	0	3
37	14	0	0.925	0.0456649977	0.0443159291	0.0423873348	0.0456649977	0.00327766284	0	0	0	0	0	3
38	14	0	0.95	0.0457580512	0.044484465	0.0426678622	0.0457580512	0.00309018902	0	0	0	0	0	3
39	14	0	0.975	0.0458419671	0.0446431702	0.0429313098	0.0458419671	0.00291065735	0	0	0	0	0	3
40	15	0	1	0.0459300477	0.0447931071	0.0431796595	0.0459300477	0.00275038823	0.000521435537	0	18.9	0	0	3
41	15	0	1.025	0.0460132283	0.0449347855	0.0434172088	0.0460132283	0.00259601953	0.000526646967	0	20.2	0	0	3
42	15	0	1.05	0.0460871137	0.0450682808	0.0436321276	0.0460871137	0.00245498612	0.000528961501	0	21.5	0	0	3
43	15	0	1.075	0.0461579189	0.0451945703	0.0438473088	0.0461579189	0.00231061009	0.000529479442	0	22.9	0	0	3
44	16	0	1.1	0.0462322375	0.0452439831	0.0438473088	0.0462322375	0.00238492867	0.000523794086	0	21.9	0	0	3
45	16	0	1.125	0.0462996279	0.0453607602	0.0440415528	0.0462996279	0.00225807516	0.000521435537	0	23	0	0	3
46	16	0	1.15	0.0463618502	0.0454712505	0.0442300711	0.0463618502	0.00213177908	0.000521435537	0	24.4	0	0	3
47	16	0	1.175	0.0464324334	0.0455761249	0.0444000425	0.0464324334	0.00203239085	0.000521435537	0	25.6	0	0	3
48	17	0	1.2	0.0464878245	0.0456755431	0.0445671397	0.0464878245	0.0019206848	0.000521435537	0	27.1	0	0	3
49	17	0	1.225	0.0465509636	0.0457700109	0.0447199366	0.0465509636	0.00183102697	0.000521435537	0	28.4	0	0	3
50	17	0	1.25	0.0466041624	0.0458597359	0.0448660422	0.0466041624	0.0017381202	0.000521435537	0	29.9	0	0	3
51	17	0	1.275	0.046657298	0.0459450338	0.0449957009	0.046657298	0.00166159709	0.000521435537	0	31.3	0	0	3
52	17	0	1.3	0.046711008	0.0460267151	0.0451256172	0.046711008	0.00158539086	0.000521435537	0	32.8	0	0	3
53	18	0	1.325	0.0467669038	0.0461048716	0.0452434644	0.0467669038	0.00152343942	0.000521435537	0	34.2	0	0	3
54	18	0	1.35	0.0468127558	0.0461795998	0.0453656944	0.0468127558	0.0014470614	0.000521435537	0	36	0	0	3
55	18	0	1.375	0.0468642023	0.0462509573	0.0454681115	0.0468642023	0.00139609087	0.000521435537	0	37.3	0	0	3
56	18	0	1.4	0.0469076896	0.0463195087	0.0455674004	0.0469076896	0.0013402892	0.000521435537	0	38.9	0	0	3
57	18	0	1.425	0.046953582	0.0463855173	0.0456649977	0.046953582	0.00128858435	0.000521435537	0	40.4	0	0	3
58	18	0	1.45	0.0469964582	0.0464489202	0.0457580512	0.0469964582	0.001238407	0.000521435537	0	42.1	0	0	3
59	19	0	1.475	0.0470358469	0.0465097676	0.0458419671	0.0470358469	0.00119387978	0.000521435537	0	43.6	0	0	3
60	19	0	1.5	0.0470754885	0.0465685067	0.0459300477	0.0470754885	0.00114544076	0.000521435537	0	45.5	0	0	3
61	19	0	1.525	0.0471178506	0.0466250688	0.0460132283	0.0471178506	0.00110462233	0.000521435537	0	47.2	0	0	3
62	19	0	1.55	0.0471515324	0.0466792737	0.0460871137	0.0471515324	0.00106441868	0.000521435537	0	48.9	0	0	3
63	20	0	1.575	0.047191429	0.0467318602	0.0461579189	0.047191429	0.00103351013	0.000521435537	0	50.4	0	0	3
64	20	0	1.6	0.0472221602	0.0467825383	0.0462322375	0.0472221602	0.000989922677	0.000521435537	0	52.6	0	0	3
65	20	0	1.625	0.047259291	0.0468314456	0.0462996279	0.047259291	0.000959663034	0.000521435537	0	54.3	0	0	3
66	21	0	1.65	0.0472875759	0.0468784908	0.0463618502	0.0472875759	0.000925725747	0.000521435537	0	56.3	0	0	3
67	21	0	1.675	0.0473270059	0.0469244506	0.0464324334	0.0473270059	0.000894572569	0.000521435537	0	58.2	0	0	3
68	21	0	1.7	0.0473529219	0.0469682834	0.0464878245	0.0473529219	0.000865097376	0.000521435537	0	60.2	0	0	3
69	21	0	1.725	0.0473887479	0.0470111845	0.0465509636	0.0473887479	0.000837784276	0.000521435537	0	62.2	0	0	3
70	22	0	1.75	0.0474163924	0.0470523954	0.0466041624	0.0474163924	0.000812229977	0.000521435537	0	64.1	0	0	3
71	22	0	1.775	0.0474514693	0.0470927433	0.046657298	0.0474514693	0.000794171325	0.000521435537	0	65.6	0	0	3
72	22	0	1.8	0.0474716947	0.0471315241	0.046711008	0.0474716947	0.000760686646	0.000521435537	0	68.5	0	0	3
73	22	0	1.825	0.047504855	0.0471693263	0.0467669038	0.047504855	0.000737951186	0.000521435537	0	70.6	0	0	3
74	22	0	1.85	0.047525867	0.0472054674	0.0468127558	0.047525867	0.000713111196	0.000521435537	0	73.1	0	0	3
75	22	0	1.875	0.047559191	0.047241012	0.0468642023	0.047559191	0.000694988711	0.000521435537	0	75	0	0	3
76	23	0	1.9	0.047577275	0.0472749678	0.0469076896	0.047577275	0.000669585369	0.000521435537	0	77.8	0	0	3
77	23	0	1.925	0.0476115363	0.0473084843	0.046953582	0.0476115363	0.000657954233	0.000521435537	0	79.2	0	0	3
78	23	0	1.95	0.047629087	0.0473406512	0.0469964582	0.047629087	0.000632628796	0.000521435537	0	82.4	0	0	3
79	23	0	1.975	0.0476597354	0.0473722359	0.0470358469	0.0476597354	0.00062388847	0.000521435537	0	83.5	0	0	3
80	23	0	2	0.0476778279	0.0474028064	0.0470754885	0.0476778279	0.000602339454	0.000521435537	0	86.5	0	0	3
81	24	0	2.025	0.0477008552	0.0474325858	0.0471178506	0.0477008552	0.000583004545	0.000521435537	0	89.4	0	0	3
82	24	0	2.05	0.0477202137	0.0474612697	0.0471515324	0.0477202137	0.000568681292	0.000521435537	0	91.6	0	0	3
83	24	0	2.075	0.0477454186	0.04748955	0.047191429	0.0477454186	0.000553989547	0.000521435537	0	94.1	0	0	3
84	24	0	2.1	0.0477626715	0.047516752	0.0472221602	0.0477626715	0.000540511309	0.000521435537	0	96.4	0	0	3
85	24	0	2.125	0.0477866441	0.0475436322	0.047259291	0.0477866441	0.000527353084	0.000521435537	0	98.8	0	0	3
