Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.025	309.749992	309.749992	309.749992	309.749992	0	0	0	0	0	0	3
2	3	0	0.05	309.749998	309.749995	309.749992	309.749998	2.71978149e-06	0	0	0	0	0	3
3	3	0	0.075	309.749998	309.749996	309.749992	309.749998	3.68725932e-06	0	0	0	0	0	3
4	3	0	0.1	309.749998	309.749996	309.749992	309.749998	4.1708858e-06	0	0	0	0	0	3
5	4	0	0.125	309.749998	309.749997	309.749992	309.749998	4.46518436e-06	0	0	0	0	0	3
6	4	0	0.15	309.749998	309.749997	309.749992	309.749998	4.66865748e-06	0	0	0	0	0	3
7	4	0	0.175	309.749998	309.749997	309.749992	309.749998	4.81462752e-06	0	0	0	0	0	3
8	4	0	0.2	309.749998	309.749997	309.749992	309.749998	4.92706511e-06	0	0	0	0	0	3
9	4	0	0.225	309.749998	309.749997	309.749992	309.749998	5.01528308e-06	0	0	0	0	0	3
10	5	0	0.25	309.749998	309.749997	309.749992	309.749998	5.08840048e-06	0	0	0	0	0	3
11	5	0	0.275	309.749998	309.749997	309.749992	309.749998	5.15145456e-06	0	0	0	0	0	3
12	5	0	0.3	309.749998	309.749997	309.749992	309.749998	5.20954387e-06	0	0	0	0	0	3
13	6	0	0.325	309.749998	309.749997	309.749992	309.749998	5.26347702e-06	0	0	0	0	0	3
14	6	0	0.35	309.749998	309.749997	309.749992	309.749998	5.31912974e-06	0	0	0	0	0	3
15	6	0	0.375	309.749998	309.749998	309.749992	309.749998	5.37459533e-06	0	0	0	0	0	3
16	6	0	0.4	309.749999	309.749998	309.749992	309.749999	5.435959e-06	0	0	0	0	0	3
17	7	0	0.425	309.749999	309.749998	309.749992	309.749999	5.50305566e-06	0	0	0	0	0	3
18	7	0	0.45	309.749999	309.749998	309.749992	309.749999	5.57471191e-06	0	0	0	0	0	3
19	7	0	0.475	309.749999	309.749998	309.749992	309.749999	5.65286985e-06	0	0	0	0	0	3
20	7	0	0.5	309.75	309.749998	309.749992	309.75	5.73735821e-06	0	0	0	0	0	3
21	8	0	0.525	309.75	309.749998	309.749998	309.75	2.35097997e-06	0	0	0	0	0	3
22	8	0	0.55	309.75	309.749998	309.749998	309.75	2.5819661e-06	0	0	0	0	0	3
23	8	0	0.575	309.750001	309.749999	309.749998	309.750001	2.25734203e-06	0	0	0	0	0	3
24	8	0	0.6	309.750001	309.749999	309.749998	309.750001	2.14832875e-06	0	0	0	0	0	3
25	9	0	0.625	309.750002	309.749999	309.749998	309.750002	2.15749384e-06	0	0	0	0	0	3
