Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	3	0	0.025	8.07972794e-09	8.07972794e-09	8.07972794e-09	8.07972794e-09	0	0	0	0	0	0	3
2	4	0	0.05	-7.92373641e-10	3.64367715e-09	-7.92373641e-10	8.07972794e-09	4.43605079e-09	0	0	0	0	0	3
3	4	0	0.075	-5.7844272e-10	2.23630386e-09	-7.92373641e-10	8.07972794e-09	5.84342408e-09	0	0	0	0	0	3
4	4	0	0.1	1.1442526e-09	1.96329105e-09	-7.92373641e-10	8.07972794e-09	6.11643689e-09	0	0	0	0	0	3
5	4	0	0.125	3.2767128e-10	1.63616709e-09	-7.92373641e-10	8.07972794e-09	6.44356085e-09	0	0	0	0	0	3
6	5	0	0.15	-1.75630356e-10	1.33420085e-09	-7.92373641e-10	8.07972794e-09	6.74552709e-09	0	0	0	0	0	3
7	5	0	0.175	3.22808441e-11	1.14821228e-09	-7.92373641e-10	8.07972794e-09	6.93151566e-09	0	0	0	0	0	3
8	5	0	0.2	2.19613226e-10	1.0321374e-09	-7.92373641e-10	8.07972794e-09	7.04759054e-09	0	0	0	0	0	3
9	6	0	0.225	-9.06385684e-11	9.07384512e-10	-7.92373641e-10	8.07972794e-09	7.17234343e-09	0	0	0	0	0	3
10	6	0	0.25	-1.11475284e-10	8.05498532e-10	-7.92373641e-10	8.07972794e-09	7.27422941e-09	0	0	0	0	0	3
11	6	0	0.275	-2.80298592e-10	7.06789703e-10	-7.92373641e-10	8.07972794e-09	7.37293824e-09	0	0	0	0	0	3
12	7	0	0.3	5.2161699e-10	6.91358643e-10	-7.92373641e-10	8.07972794e-09	7.3883693e-09	0	0	0	0	0	3
13	7	0	0.325	2.9494674e-10	6.6086542e-10	-7.92373641e-10	8.07972794e-09	7.41886252e-09	0	0	0	0	0	3
14	7	0	0.35	6.04997843e-10	6.56874879e-10	-7.92373641e-10	8.07972794e-09	7.42285306e-09	0	0	0	0	0	3
15	7	0	0.375	1.65591716e-09	7.23477698e-10	-7.92373641e-10	8.07972794e-09	7.42285306e-09	0	0	0	0	0	3
16	8	0	0.4	1.10378145e-10	6.85158976e-10	-7.92373641e-10	8.07972794e-09	7.42285306e-09	0	0	0	0	0	3
17	8	0	0.425	1.95175413e-12	6.44970316e-10	-7.92373641e-10	8.07972794e-09	7.43475762e-09	0	0	0	0	0	3
18	8	0	0.45	-6.32707248e-10	5.73988229e-10	-7.92373641e-10	8.07972794e-09	7.50573971e-09	0	0	0	0	0	3
19	8	0	0.475	-5.53659653e-10	5.1463834e-10	-7.92373641e-10	8.07972794e-09	7.5650896e-09	0	0	0	0	0	3
20	9	0	0.5	-5.44540968e-10	4.61679375e-10	-7.92373641e-10	8.07972794e-09	7.61804857e-09	0	0	0	0	0	3
21	9	0	0.525	-1.89650419e-10	4.82104567e-11	-7.92373641e-10	1.65591716e-09	2.4482908e-09	0	0	0	0	0	3
22	9	0	0.55	5.57512773e-10	1.15704777e-10	-6.32707248e-10	1.65591716e-09	2.1880934e-09	0	0	0	0	0	3
23	9	0	0.575	4.89544229e-10	1.69104125e-10	-6.32707248e-10	1.65591716e-09	1.91508059e-09	0	0	0	0	0	3
