Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.025	0.233632934	0.233632934	0.233632934	0.233632934	0	0	0	0	0	0	3
2	2	0	0.05	0.226780541	0.230206737	0.226780541	0.233632934	0.00342619614	0	0	0	0	0	3
3	3	0	0.075	0.223035202	0.227816226	0.223035202	0.233632934	0.00581670778	0	0	0	0	0	3
4	3	0	0.1	0.22078447	0.226058287	0.22078447	0.233632934	0.00757464664	0	0	0	0	0	3
5	3	0	0.125	0.219164519	0.224679533	0.219164519	0.233632934	0.00895340022	0	0	0	0	0	3
6	3	0	0.15	0.218047874	0.223574257	0.218047874	0.233632934	0.0100586767	0	0	0	0	0	3
7	3	0	0.175	0.217208378	0.222664845	0.217208378	0.233632934	0.010968088	0	0	0	0	0	3
8	4	0	0.2	0.216686949	0.221917608	0.216686949	0.233632934	0.0117153251	0	0	0	0	0	3
9	4	0	0.225	0.216249816	0.221287854	0.216249816	0.233632934	0.0123450798	0	0	0	0	0	3
10	4	0	0.25	0.215858562	0.220744925	0.215858562	0.233632934	0.0128880089	0	0	0	0	0	3
11	5	0	0.275	0.215476329	0.220265961	0.215476329	0.233632934	0.0133669721	0	0	0	0	0	3
12	5	0	0.3	0.215104125	0.219835808	0.215104125	0.233632934	0.0137971252	0	0	0	0	0	3
13	5	0	0.325	0.215184056	0.219477981	0.215104125	0.233632934	0.0141549523	0	0	0	0	0	3
14	5	0	0.35	0.215290024	0.219178841	0.215104125	0.233632934	0.0144540921	0	0	0	0	0	3
15	5	0	0.375	0.215355526	0.218923954	0.215104125	0.233632934	0.0147089798	0	0	0	0	0	3
16	6	0	0.4	0.215439883	0.218706199	0.215104125	0.233632934	0.0149267342	0	0	0	0	0	3
17	6	0	0.425	0.215456491	0.21851504	0.215104125	0.233632934	0.0151178935	0	0	0	0	0	3
18	6	0	0.45	0.215721899	0.218359866	0.215104125	0.233632934	0.0152730679	0	0	0	0	0	3
19	6	0	0.475	0.21567692	0.218218658	0.215104125	0.233632934	0.0154142756	0	0	0	0	0	3
20	7	0	0.5	0.215711009	0.218093275	0.215104125	0.233632934	0.015539658	0	0	0	0	0	3
21	7	0	0.525	0.215817949	0.217202526	0.215104125	0.226780541	0.0116764167	0	0	0	0	0	3
22	7	0	0.55	0.215917085	0.216659353	0.215104125	0.223035202	0.00793107791	0	0	0	0	0	3
23	7	0	0.575	0.215929864	0.216304087	0.215104125	0.22078447	0.00568034576	0	0	0	0	0	3
24	8	0	0.6	0.216025984	0.216066162	0.215104125	0.219164519	0.0040603944	0	0	0	0	0	3
25	8	0	0.625	0.216247433	0.215920308	0.215104125	0.218047874	0.00294374976	0	0	0	0	0	3
26	8	0	0.65	0.216474791	0.215841654	0.215104125	0.217208378	0.00210425299	0	0	0	0	0	3
