Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.025	16152.5967	16152.5967	16152.5967	16152.5967	0	0	0	0	0	0	3
2	2	0	0.05	16039.9606	16096.2787	16039.9606	16152.5967	56.3180305	0	0	0	0	0	3
3	2	0	0.075	16036.264	16076.2738	16036.264	16152.5967	76.3229249	0	0	0	0	0	3
4	3	0	0.1	16035.8726	16066.1735	16035.8726	16152.5967	86.4232194	0	0	0	0	0	3
5	3	0	0.125	16035.7561	16060.09	16035.7561	16152.5967	92.5067036	0	0	0	0	0	3
6	3	0	0.15	16034.6893	16055.8566	16034.6893	16152.5967	96.740144	0	0	0	0	0	3
7	3	0	0.175	16034.3185	16052.7797	16034.3185	16152.5967	99.8170105	0	0	0	0	0	3
8	4	0	0.2	16033.9915	16050.4312	16033.9915	16152.5967	102.165539	0	0	0	0	0	3
9	4	0	0.225	16034.2156	16048.6294	16033.9915	16152.5967	103.967269	0	0	0	0	0	3
10	4	0	0.25	16033.9776	16047.1642	16033.9776	16152.5967	105.432455	0	0	0	0	0	3
11	4	0	0.275	16033.8445	16045.9534	16033.8445	16152.5967	106.643342	0	0	0	0	0	3
12	5	0	0.3	16033.7823	16044.9391	16033.7823	16152.5967	107.657599	0	0	0	0	0	3
13	5	0	0.325	16033.8639	16044.0872	16033.7823	16152.5967	108.509539	0	0	0	0	0	3
14	5	0	0.35	16032.8836	16043.2869	16032.8836	16152.5967	109.309796	0	0	0	0	0	3
15	5	0	0.375	16033.1317	16042.6099	16032.8836	16152.5967	109.986808	0	0	0	0	0	3
16	6	0	0.4	16032.3791	16041.9705	16032.3791	16152.5967	110.626232	0	0	0	0	0	3
17	6	0	0.425	16032.0466	16041.3867	16032.0466	16152.5967	111.209986	0	0	0	0	0	3
18	6	0	0.45	16032.6247	16040.8999	16032.0466	16152.5967	111.696765	0	0	0	0	0	3
19	6	0	0.475	16032.3742	16040.4512	16032.0466	16152.5967	112.145486	0	0	0	0	0	3
20	7	0	0.5	16032.4466	16040.051	16032.0466	16152.5967	112.545717	0	0	0	0	0	3
21	7	0	0.525	16032.4932	16034.0458	16032.0466	16039.9606	7.91398774	0	0	0	0	0	3
22	7	0	0.55	16032.132	16033.6544	16032.0466	16036.264	4.21733472	0	0	0	0	0	3
23	7	0	0.575	16031.7509	16033.4287	16031.7509	16035.8726	4.12166652	0	0	0	0	0	3
24	8	0	0.6	16031.9846	16033.2343	16031.7509	16035.7561	4.00512867	0	0	0	0	0	3
25	8	0	0.625	16032.1641	16033.0547	16031.7509	16034.6893	2.93842322	0	0	0	0	0	3
26	8	0	0.65	16032.045	16032.9225	16031.7509	16034.3185	2.5675602	0	0	0	0	0	3
27	8	0	0.675	16032.2786	16032.8205	16031.7509	16034.2156	2.46466581	0	0	0	0	0	3
28	9	0	0.7	16031.9865	16032.7203	16031.7509	16034.2156	2.46466581	0	0	0	0	0	3
29	9	0	0.725	16031.8446	16032.6017	16031.7509	16033.9776	2.22663873	0	0	0	0	0	3
30	9	0	0.75	16032.1316	16032.5094	16031.7509	16033.8639	2.11294977	0	0	0	0	0	3
31	10	0	0.775	16031.4257	16032.3885	16031.4257	16033.8639	2.43814931	0	0	0	0	0	3
32	10	0	0.8	16031.2337	16032.261	16031.2337	16033.8639	2.63019263	0	0	0	0	0	3
33	10	0	0.825	16031.4575	16032.1407	16031.2337	16033.1317	1.89803668	0	0	0	0	0	3
34	10	0	0.85	16030.8451	16032.0388	16030.8451	16033.1317	2.28657119	0	0	0	0	0	3
35	11	0	0.875	16031.0406	16031.9342	16030.8451	16032.6247	1.77953789	0	0	0	0	0	3
36	11	0	0.9	16031.9582	16031.9132	16030.8451	16032.6247	1.77953789	0	0	0	0	0	3
37	11	0	0.925	16031.2469	16031.8732	16030.8451	16032.6247	1.77953789	0	0	0	0	0	3
38	11	0	0.95	16031.47	16031.8155	16030.8451	16032.4932	1.64802111	0	0	0	0	0	3
39	12	0	0.975	16032.4105	16031.8173	16030.8451	16032.4932	1.64802111	0	0	0	0	0	3
40	12	0	1	16031.5001	16031.77	16030.8451	16032.4932	1.64802111	0.339500706	0	0	0	0	3
