Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	2	0	0.025	16246.9797	16246.9797	16246.9797	16246.9797	0	0	0	0	0	0	3
2	3	0	0.05	16063.7178	16155.3488	16063.7178	16246.9797	91.6309559	0	0	0	0	0	3
3	3	0	0.075	16057.5032	16122.7336	16057.5032	16246.9797	124.24614	0	0	0	0	0	3
4	3	0	0.1	16057.0275	16106.3071	16057.0275	16246.9797	140.672656	0	0	0	0	0	3
5	4	0	0.125	16056.8066	16096.407	16056.8066	16246.9797	150.572755	0	0	0	0	0	3
6	4	0	0.15	16055.0911	16089.521	16055.0911	16246.9797	157.458738	0	0	0	0	0	3
7	4	0	0.175	16054.3122	16084.4912	16054.3122	16246.9797	162.488569	0	0	0	0	0	3
8	4	0	0.2	16053.7299	16080.646	16053.7299	16246.9797	166.333729	0	0	0	0	0	3
9	5	0	0.225	16054.2627	16077.7145	16053.7299	16246.9797	169.265211	0	0	0	0	0	3
10	5	0	0.25	16053.7881	16075.3219	16053.7299	16246.9797	171.657852	0	0	0	0	0	3
11	5	0	0.275	16053.6693	16073.3535	16053.6693	16246.9797	173.626269	0	0	0	0	0	3
12	5	0	0.3	16053.4614	16071.6958	16053.4614	16246.9797	175.283941	0	0	0	0	0	3
13	6	0	0.325	16053.5114	16070.297	16053.4614	16246.9797	176.682739	0	0	0	0	0	3
14	6	0	0.35	16052.0165	16068.9913	16052.0165	16246.9797	177.988488	0	0	0	0	0	3
15	6	0	0.375	16052.0861	16067.8642	16052.0165	16246.9797	179.115501	0	0	0	0	0	3
16	6	0	0.4	16051.2165	16066.8238	16051.2165	16246.9797	180.155983	0	0	0	0	0	3
17	7	0	0.425	16051.0209	16065.8942	16051.0209	16246.9797	181.085562	0	0	0	0	0	3
18	7	0	0.45	16050.4807	16065.0379	16050.4807	16246.9797	181.941864	0	0	0	0	0	3
19	7	0	0.475	16051.4393	16064.3222	16050.4807	16246.9797	182.657578	0	0	0	0	0	3
20	7	0	0.5	16051.5686	16063.6845	16050.4807	16246.9797	183.295256	0	0	0	0	0	3
21	8	0	0.525	16050.6962	16053.8703	16050.4807	16063.7178	13.2371026	0	0	0	0	0	3
22	8	0	0.55	16050.4944	16053.2091	16050.4807	16057.5032	7.02250593	0	0	0	0	0	3
23	8	0	0.575	16050.5642	16052.8622	16050.4807	16057.0275	6.54680981	0	0	0	0	0	3
24	8	0	0.6	16049.8225	16052.5019	16049.8225	16056.8066	6.98406395	0	0	0	0	0	3
25	9	0	0.625	16050.0434	16052.1638	16049.8225	16055.0911	5.26855909	0	0	0	0	0	3
26	9	0	0.65	16051.0076	16051.9596	16049.8225	16054.3122	4.48965234	0	0	0	0	0	3
27	9	0	0.675	16050.1134	16051.7497	16049.8225	16054.2627	4.44014126	0	0	0	0	0	3
28	9	0	0.7	16050.2855	16051.5775	16049.8225	16054.2627	4.44014126	0	0	0	0	0	3
29	10	0	0.725	16050.6944	16051.399	16049.8225	16053.7881	3.96559567	0	0	0	0	0	3
30	10	0	0.75	16049.9115	16051.2052	16049.8225	16053.6693	3.84677082	0	0	0	0	0	3
31	10	0	0.775	16049.1047	16050.977	16049.1047	16053.5114	4.40677006	0	0	0	0	0	3
32	10	0	0.8	16049.9513	16050.8015	16049.1047	16053.5114	4.40677006	0	0	0	0	0	3
33	11	0	0.825	16049.304	16050.5911	16049.1047	16052.0861	2.98139278	0	0	0	0	0	3
34	11	0	0.85	16048.4223	16050.4114	16048.4223	16052.0861	3.66372968	0	0	0	0	0	3
35	11	0	0.875	16050.0828	16050.3112	16048.4223	16051.5686	3.14627714	0	0	0	0	0	3
36	11	0	0.9	16048.8527	16050.193	16048.4223	16051.5686	3.14627714	0	0	0	0	0	3
37	11	0	0.925	16048.9407	16050.089	16048.4223	16051.5686	3.14627714	0	0	0	0	0	3
38	12	0	0.95	16049.9142	16050.0607	16048.4223	16051.5686	3.14627714	0	0	0	0	0	3
39	12	0	0.975	16049.9729	16049.9874	16048.4223	16051.5686	3.14627714	0	0	0	0	0	3
40	12	0	1	16049.6011	16049.889	16048.4223	16051.0076	2.58531161	0.568936898	0	0	0	0	3
41	13	0	1.025	16049.1917	16049.8138	16048.4223	16051.0076	2.58531161	0.568936898	0	0	0	0	3
42	13	0	1.05	16050.001	16049.7891	16048.4223	16051.0076	2.58531161	0.568936898	0	0	0	0	3
43	13	0	1.075	16049.2137	16049.7216	16048.4223	16051.0076	2.58531161	0.568936898	0	0	0	0	3
44	13	0	1.1	16050.4662	16049.757	16048.4223	16051.0076	2.58531161	0.568936898	0	0	0	0	3
45	13	0	1.125	16048.3381	16049.6863	16048.3381	16051.0076	2.47743579	0.568936898	0	0	0	0	3
46	14	0	1.15	16048.8691	16049.6304	16048.3381	16051.0076	2.32918613	0.568936898	0	0	0	0	3
47	14	0	1.175	16047.951	16049.4849	16047.951	16050.6944	2.26480164	0.568936898	0	0	0	0	3
48	14	0	1.2	16049.2831	16049.4453	16047.951	16050.6944	2.13211767	0.568936898	0	0	0	0	3
49	14	0	1.225	16048.0032	16049.3367	16047.951	16050.6944	2.062384	0.568936898	0	0	0	0	3
50	14	0	1.25	16048.1668	16049.2163	16047.951	16050.4662	1.98891768	0.568936898	0	0	0	0	3
51	14	0	1.275	16049.1233	16049.1788	16047.951	16050.4662	1.79822219	0.568936898	0	0	0	0	3
52	15	0	1.3	16048.3059	16049.1407	16047.951	16050.4662	1.66075703	0.568936898	0	0	0	0	3
53	15	0	1.325	16049.1881	16049.1044	16047.951	16050.4662	1.48673102	0.568936898	0	0	0	0	3
54	15	0	1.35	16048.5105	16049.0666	16047.951	16050.4662	1.34480978	0.568936898	0	0	0	0	3
55	15	0	1.375	16049.367	16049.1116	16047.951	16050.4662	1.24464421	0.568936898	0	0	0	0	3
56	15	0	1.4	16048.109	16049.0176	16047.951	16050.4662	1.17545794	0.568936898	0	0	0	0	3
57	15	0	1.425	16049.2791	16049.0379	16047.951	16050.4662	1.0714471	0.568936898	0	0	0	0	3
